"dma1_id","chan1_id","sales1_id","a","b","npv","sp","npv_p","bdgt_id","dma1_name","chan1_name","sales1_name","dim"
1,18,1,464.645306140466,1.4102944862501e-05,451.7745972,254295.8412,452.019788006587,"1_18","National","Newspaper - Retail Total Total","Consumer Checking - New Checking Accounts","National_Newspaper - Retail Total Total_Consumer Checking - New Checking Accounts"
1,18,2,552.78529387178,2.93471076585022e-06,290.696088,254295.8412,284.858634555705,"1_18","National","Newspaper - Retail Total Total","Consumer Savings - New Savings Accounts","National_Newspaper - Retail Total Total_Consumer Savings - New Savings Accounts"
1,19,1,511.629897310006,8.4326940609651e-05,472.8905464,30604.04641,474.84865887568,"1_19","National","Online Display - Retail Other Total","Consumer Checking - New Checking Accounts","National_Online Display - Retail Other Total_Consumer Checking - New Checking Accounts"
1,2,7,1917.71705540548,1.09192296662733e-07,583.0070872,3319111.696,563.998695024417,"1_2","National","Television - Card Ink Awareness","Business Checking - New Checking Accounts","National_Television - Card Ink Awareness_Business Checking - New Checking Accounts"
1,2,9,2564.4993769162,1.65927266459347e-06,2554.095201,3319111.696,2568.75660863859,"1_2","National","Television - Card Ink Awareness","Ink Card - New Applications","National_Television - Card Ink Awareness_Ink Card - New Applications"
1,20,1,7.50894726160042,0.00015912981163892,7.409128739,27150.76923,7.46662391420239,"1_20","National","Outdoor - Retail Total Total","Consumer Checking - New Checking Accounts","National_Outdoor - Retail Total Total_Consumer Checking - New Checking Accounts"
1,20,2,4.55098986837344,2.78219101869901e-05,2.412802385,27150.76923,2.34915008232915,"1_20","National","Outdoor - Retail Total Total","Consumer Savings - New Savings Accounts","National_Outdoor - Retail Total Total_Consumer Savings - New Savings Accounts"
1,21,1,9864.1096705145,4.10428853164963e-06,1733.835631,47099.08974,1704.70327312096,"1_21","National","Online Display - Retail Consumer Awareness","Consumer Checking - New Checking Accounts","National_Online Display - Retail Consumer Awareness_Consumer Checking - New Checking Accounts"
1,21,2,3121.44731759804,5.38689045067317e-06,699.4824455,47099.08974,668.799190454513,"1_21","National","Online Display - Retail Consumer Awareness","Consumer Savings - New Savings Accounts","National_Online Display - Retail Consumer Awareness_Consumer Savings - New Savings Accounts"
1,22,1,161.410137479277,5.90739346169419e-06,52.69024668,66894.78205,51.4189523712693,"1_22","National","Television - Retail Consumer Awareness","Consumer Checking - New Checking Accounts","National_Television - Retail Consumer Awareness_Consumer Checking - New Checking Accounts"
1,22,2,87.5377080813296,6.08850346889901e-06,29.28558512,66894.78205,28.5893466876415,"1_22","National","Television - Retail Consumer Awareness","Consumer Savings - New Savings Accounts","National_Television - Retail Consumer Awareness_Consumer Savings - New Savings Accounts"
1,23,1,22.2198415476637,8.07110735390231e-05,21.83776218,50341.45128,21.9986978038885,"1_23","National","Radio - Retail Consumer Awareness","Consumer Checking - New Checking Accounts","National_Radio - Retail Consumer Awareness_Consumer Checking - New Checking Accounts"
1,23,2,5.79007862504249,8.16978330585443e-05,5.695340769,50341.45128,5.72539892066089,"1_23","National","Radio - Retail Consumer Awareness","Consumer Savings - New Savings Accounts","National_Radio - Retail Consumer Awareness_Consumer Savings - New Savings Accounts"
1,24,5,41567281.753271,1.19893149569628e-06,41488225.34,5225408.602,41629122.3010566,"1_24","National","Television - Retail Total Total","Consumer Checking - Total Balances","National_Television - Retail Total Total_Consumer Checking - Total Balances"
1,25,5,24500565.9320784,1.54724206205873e-06,13725089.41,530895.1824,13636907.4234801,"1_25","National","Online Video - Retail Total Acquisition","Consumer Checking - Total Balances","National_Online Video - Retail Total Acquisition_Consumer Checking - Total Balances"
1,26,5,50761464.3170562,6.96187458541768e-07,14885892.79,498545.1562,14562163.92763,"1_26","National","Online Display - Retail Total Acquisition","Consumer Checking - Total Balances","National_Online Display - Retail Total Acquisition_Consumer Checking - Total Balances"
1,26,6,105144887.980238,6.97062056232913e-07,30866326.3,498545.1562,30247874.1291355,"1_26","National","Online Display - Retail Total Acquisition","Consumer Savings - Total Balances","National_Online Display - Retail Total Acquisition_Consumer Savings - Total Balances"
1,27,2,6956.10349013341,2.1696188647165e-06,2469.58339,202128.6381,2356.99006873799,"1_27","National","Online Display - Retail Mortgage Acquisition","Consumer Savings - New Savings Accounts","National_Online Display - Retail Mortgage Acquisition_Consumer Savings - New Savings Accounts"
1,28,2,304.340972346081,3.37681821868082e-05,192.8121566,29728.15333,191.864261012293,"1_28","National","Newspaper - Corporate Total Total","Consumer Savings - New Savings Accounts","National_Newspaper - Corporate Total Total_Consumer Savings - New Savings Accounts"
1,29,2,255.369087008319,9.5197593920275e-06,64.54218585,30604.04641,61.6190519095149,"1_29","National","Online Display - Retail Other Engagement","Consumer Savings - New Savings Accounts","National_Online Display - Retail Other Engagement_Consumer Savings - New Savings Accounts"
1,3,7,812.332985685183,9.57623493385717e-07,577.8766706,1297630.086,574.412827928404,"1_3","National","Online Display - Card Ink Awareness","Business Checking - New Checking Accounts","National_Online Display - Card Ink Awareness_Business Checking - New Checking Accounts"
1,3,9,5053.00554575192,4.11523542395078e-06,5028.773276,1297630.086,5037.08887458264,"1_3","National","Online Display - Card Ink Awareness","Ink Card - New Applications","National_Online Display - Card Ink Awareness_Ink Card - New Applications"
1,30,2,84.8154427921283,0.00142424369447146,16.96227167,156.6666667,16.1931535690219,"1_30","National","Trade Magazine - Retail Total Total","Consumer Savings - New Savings Accounts","National_Trade Magazine - Retail Total Total_Consumer Savings - New Savings Accounts"
1,31,3,46550.1195834074,3.82688092574454e-07,42222.50223,6207437.579,42677.008190528,"1_31","National","Direct Mail - Card Freedom Acquisition","Freedom Card - New Applications","National_Direct Mail - Card Freedom Acquisition_Freedom Card - New Applications"
1,32,3,35390.7264013986,2.14183777689219e-08,4463.910672,6294883.333,4382.10086757543,"1_32","National","Direct Mail - Consumer","Freedom Card - New Applications","National_Direct Mail - Consumer_Freedom Card - New Applications"
1,33,3,19053.1825828766,7.19759620026434e-07,18974.71285,7630709.332,19055.6739346599,"1_33","National","Television - Card Freedom Awareness","Freedom Card - New Applications","National_Television - Card Freedom Awareness_Freedom Card - New Applications"
1,33,4,5772.14258033656,1.37102856334355e-07,3744.545683,7630709.332,3736.73629139906,"1_33","National","Television - Card Freedom Awareness","Slate Card - New Applications","National_Television - Card Freedom Awareness_Slate Card - New Applications"
1,33,8,3769.57279742611,1.33728652124644e-07,2410.887954,7630709.332,2399.75680461764,"1_33","National","Television - Card Freedom Awareness","Sapphire Card - New Applications","National_Television - Card Freedom Awareness_Sapphire Card - New Applications"
1,34,3,5875.88800660193,1.42243691480844e-06,5873.12612,5387021.667,5885.32118545119,"1_34","National","Television - Card Sapphire Awareness","Freedom Card - New Applications","National_Television - Card Sapphire Awareness_Freedom Card - New Applications"
1,34,8,3263.47762535208,5.85405954321172e-07,3124.132454,5387021.667,3143.09536503546,"1_34","National","Television - Card Sapphire Awareness","Sapphire Card - New Applications","National_Television - Card Sapphire Awareness_Sapphire Card - New Applications"
1,35,3,21780.1863215691,4.7534860248498e-06,21771.67268,1650806.617,21791.7032171759,"1_35","National","Paid Search - Card Multicard Total","Freedom Card - New Applications","National_Paid Search - Card Multicard Total_Freedom Card - New Applications"
1,35,8,11536.15779055,1.70068527063602e-06,10839.88673,1650806.617,10855.5246105063,"1_35","National","Paid Search - Card Multicard Total","Sapphire Card - New Applications","National_Paid Search - Card Multicard Total_Sapphire Card - New Applications"
